Seed,Model,InDomain_F1,InDomain_AUC,CICIDS2017_F1,CICIDS2017_AUC,CSECIC2018_F1,CSECIC2018_AUC
42,RandomForest,0.9814673853148699,0.9991049593738783,0.32024182029694576,0.6394151040920598,0.29769625985943177,0.6284512420765465
42,XGBoost,0.9814362950979676,0.9991579457994004,0.39467011089658927,0.6323132341182125,0.26660007219136594,0.4491435916020965
42,LightGBM,0.9802042859389444,0.9989090903582775,0.2316520601050347,0.6100981242644916,0.27899992516142225,0.5243920571090905
42,1D-CNN,0.9218878284743104,0.9890813244659111,0.3368929633580584,0.5898172003968324,0.43615195615442903,0.6882880538457443
42,LSTM,0.9317352950344441,0.9881364999587054,0.29335490939863995,0.5076198260517489,0.33189343265068516,0.6303941191206304
