Seed,Model,InDomain_Acc,InDomain_Prec,InDomain_Rec,InDomain_F1,InDomain_AUC,CICIDS2017_Acc,CICIDS2017_Prec,CICIDS2017_Rec,CICIDS2017_F1,CICIDS2017_AUC,CSECIC2018_Acc,CSECIC2018_Prec,CSECIC2018_Rec,CSECIC2018_F1,CSECIC2018_AUC
42,RandomForest,0.9839371614469661,0.9707295186479862,0.992445466113445,0.9814673853148699,0.9991049593713599,0.514290417745447,0.22106971064420589,0.5807806386130269,0.32024182029694576,0.6394151025252991,0.48282483342669286,0.19328481543013581,0.6474399023373183,0.29769625985943177,0.6284512556701543
42,XGBoost,0.9839027299717107,0.9702575115991653,0.9928756728459212,0.9814362950979676,0.9991579457994004,0.6480090209531562,0.29844118663128727,0.5824860215979313,0.39467011089658927,0.6323132341182125,0.46991959498656527,0.1740748202175532,0.5690816105609601,0.26660007219136594,0.4491435916020965
42,LightGBM,0.9828031441490372,0.9673209211715008,0.9934354599195047,0.9802042859389444,0.9989090903582775,0.606789454217497,0.18831606095499753,0.30089519157314853,0.2316520601050347,0.6100981242644916,0.5317373442388111,0.18868603530509379,0.5351452841551032,0.27899992516142225,0.5243920571090905
42,1D-CNN,0.9350633483610062,0.9180533848181177,0.9316411868522603,0.9247973780377216,0.9888510340599359,0.5900825331017333,0.25356713841453793,0.5560642414721885,0.3483057153848962,0.6717328602981093,0.5363381735523867,0.25962235288897717,0.9389513633295552,0.40677141321775095,0.7743775552620866
42,LSTM,0.937914496650706,0.9278754509405238,0.9272069475795688,0.9275410788080535,0.9873050706141495,0.5282005466409349,0.23299945837706704,0.6086621261517163,0.33699517320226235,0.5650382377384962,0.5128881435732263,0.24019912166661764,0.867789690474068,0.37625347685685906,0.6529056237094517
