Seed,Model,InDomain_F1,InDomain_AUC,CICIDS2017_F1,CICIDS2017_AUC,CSECIC2018_F1,CSECIC2018_AUC
123,RandomForest,0.9814055969063589,0.9991062906402481,0.3112828444899605,0.65705168298078,0.3104446319028293,0.6693562744255916
123,XGBoost,0.9815812875928047,0.9991643864217583,0.25285200812626973,0.5580359140864581,0.2968609039071021,0.43648152218776676
123,LightGBM,0.9804147745365214,0.99892399277251,0.32129550847746907,0.5884491320807287,0.2796813321709785,0.550951195420951
123,1D-CNN,0.9115858689026677,0.9689568772881237,0.3067782547491746,0.5182587165729966,0.3446852645777973,0.7137452164055565
123,LSTM,0.9231541872691871,0.9861149293426887,0.2531717694155063,0.4945043175837002,0.3602405586088343,0.6482403143009536
